Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR49,OUT045,798.2176035398228
FDB03,OUT010,584.7577647727271
FDN39,OUT045,2453.747700699301
FDX02,OUT027,5329.314724444444
FDQ16,OUT027,2517.8820884848496
FDU35,OUT018,1372.688490740741
NCT29,OUT013,1987.2510486486485
FDZ27,OUT046,798.2176035398228
FDN57,OUT017,2309.2007980000003
FDA03,OUT018,2232.847021848739
FDZ36,OUT045,3384.1080642424226
NCU05,OUT013,1284.7897668711653
FDT39,OUT018,2232.847021848739
FDK60,OUT017,1461.8437959999999
FDZ25,OUT017,3053.099877777778
FDG12,OUT046,2243.669596721312
DRB01,OUT019,482.6995426229505
NCC43,OUT027,6280.89088
FDX13,OUT019,584.7577647727271
FDM22,OUT049,796.6402682539683
FDJ03,OUT027,1378.2631852760737
FDU14,OUT018,3327.9525829268287
FDB33,OUT010,346.8972837209304
FDP27,OUT046,3391.5912527272735
FDO38,OUT010,165.91858165137612
FDE28,OUT027,6280.89088
FDO27,OUT035,1879.2570116129032
DRL23,OUT027,2517.8820884848496
FDS28,OUT046,935.0323883040935
FDX24,OUT013,1435.9121343749998
FDZ02,OUT035,1682.2122382352939
FDL46,OUT045,1827.8328454545456
FDS60,OUT027,5329.314724444444
NCO06,OUT017,583.8145788617884
FDO16,OUT035,1435.9121343749998
FDC60,OUT049,1458.455008053692
FDA48,OUT018,3327.9525829268287
FDZ36,OUT027,5329.314724444444
FDK27,OUT045,1827.8328454545456
FDW23,OUT018,507.04640366972484
FDM14,OUT018,1372.688490740741
FDM14,OUT013,1649.299786
FDW60,OUT018,3259.562084905661
FDE21,OUT013,1922.1493817142866
NCM42,OUT035,1682.2122382352939
FDY59,OUT010,219.2185209302325
DRI49,OUT049,1202.6567333333332
FDT28,OUT019,346.8972837209304
FDQ22,OUT018,507.04640366972484
FDR60,OUT049,1202.6567333333332
FDC50,OUT019,219.2185209302325
FDV24,OUT013,2503.5013364485994
DRF48,OUT010,482.6995426229505
FDQ47,OUT046,583.8145788617884
DRN36,OUT049,1573.0706258064515
NCY06,OUT035,1987.2510486486485
FDE52,OUT035,1435.9121343749998
NCB54,OUT045,1827.8328454545456
NCF31,OUT035,2286.413267368421
FDJ08,OUT027,5329.314724444444
NCC07,OUT017,1682.2122382352939
NCD19,OUT027,1378.2631852760737
FDL46,OUT049,1987.2510486486485
FDM20,OUT045,4340.21835841584
NCI06,OUT010,425.9355914529914
DRM11,OUT035,4433.304032653063
NCH07,OUT018,2232.847021848739
FDS23,OUT013,2142.7435709401702
FDO49,OUT018,713.8586545454546
FDS35,OUT049,1103.1862133333336
DRK39,OUT045,1435.9121343749998
DRI39,OUT049,796.6402682539683
FDV04,OUT017,2503.5013364485994
NCN14,OUT035,3384.1080642424226
FDH08,OUT013,3643.5197259842525
FDS20,OUT046,3384.1080642424226
FDV40,OUT049,1103.1862133333336
FDZ48,OUT010,281.48208181818154
FDS24,OUT027,2517.8820884848496
FDK44,OUT049,2552.0052351851864
FDS48,OUT045,3053.099877777778
FDK26,OUT010,482.6995426229505
FDD23,OUT045,3391.5912527272735
NCH54,OUT017,2644.4778427083347
NCP14,OUT010,219.2185209302325
FDM60,OUT010,92.67548155339806
FDV24,OUT017,2503.5013364485994
FDH08,OUT018,3327.9525829268287
FDS12,OUT027,3242.0620715328478
FDR39,OUT027,5329.314724444444
FDP12,OUT027,1378.2631852760737
DRF60,OUT027,6280.89088
FDC09,OUT035,1682.2122382352939
FDF50,OUT018,2893.8398258992815
FDG28,OUT035,4340.21835841584
NCE19,OUT017,935.0323883040935
NCM53,OUT010,281.48208181818154
NCN18,OUT049,1879.2570116129032
FDF32,OUT035,3130.004904950496
FDF11,OUT013,3945.4325672131145
DRI59,OUT049,4340.21835841584
NCG54,OUT035,2644.4778427083347
FDM44,OUT046,1573.0706258064515
FDT57,OUT018,3327.9525829268287
FDV24,OUT046,2503.5013364485994
FDI50,OUT019,584.7577647727271
FDS09,OUT035,713.8586545454546
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,584.7577647727271
FDC22,OUT017,3391.5912527272735
FDZ56,OUT046,2644.4778427083347
FDZ40,OUT019,165.91858165137612
FDS46,OUT027,3242.0620715328478
DRD24,OUT045,1827.8328454545456
FDV45,OUT017,2939.348476190476
FDL26,OUT045,3053.099877777778
FDA56,OUT018,1752.2524399999995
FDN27,OUT046,1922.1493817142866
FDM20,OUT049,4340.21835841584
FDO16,OUT017,1435.9121343749998
FDL03,OUT035,3130.004904950496
FDE58,OUT046,1922.1493817142866
FDI02,OUT027,3242.0620715328478
NCC55,OUT019,92.67548155339806
FDR03,OUT018,3327.9525829268287
FDB14,OUT017,1284.7897668711653
FDR45,OUT013,3945.4325672131145
NCN07,OUT017,2243.669596721312
FDM51,OUT019,219.2185209302325
FDT52,OUT027,6280.89088
FDL26,OUT046,3053.099877777778
NCZ42,OUT046,3945.4325672131145
DRI47,OUT019,346.8972837209304
FDW40,OUT013,2309.2007980000003
FDN34,OUT046,3053.099877777778
FDS01,OUT035,2778.5893175257743
NCG55,OUT045,1827.8328454545456
FDC11,OUT035,1284.7897668711653
FDX35,OUT018,3327.9525829268287
NCB06,OUT046,2644.4778427083347
FDR09,OUT019,584.7577647727271
FDC53,OUT017,1573.0706258064515
FDY45,OUT013,4433.304032653063
FDA22,OUT010,425.9355914529914
FDE02,OUT035,1573.0706258064515
FDW21,OUT045,1461.8437959999999
FDV34,OUT046,1103.1862133333336
FDS59,OUT049,1879.2570116129032
NCW17,OUT017,2243.669596721312
NCK54,OUT046,1922.1493817142866
FDG17,OUT019,584.7577647727271
FDG35,OUT017,3259.562084905661
FDD08,OUT010,92.67548155339806
NCO07,OUT017,3643.5197259842525
FDJ10,OUT010,281.48208181818154
FDW36,OUT017,1573.0706258064515
FDW21,OUT010,219.2185209302325
FDY19,OUT017,1922.1493817142866
DRE03,OUT013,798.2176035398228
NCC55,OUT049,677.1027476190475
FDH52,OUT010,165.91858165137612
FDO09,OUT017,4034.3003068965513
FDU43,OUT045,4340.21835841584
FDX09,OUT010,425.9355914529914
FDH40,OUT019,219.2185209302325
FDW58,OUT017,1573.0706258064515
FDC47,OUT017,3737.2957751824797
NCR41,OUT035,1461.8437959999999
DRG49,OUT035,3737.2957751824797
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.1862133333336
FDY35,OUT013,507.04640366972484
FDI35,OUT017,3384.1080642424226
NCU18,OUT049,2309.2007980000003
FDY33,OUT018,2232.847021848739
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2752.9709346534655
NCU42,OUT046,2649.110232432434
NCV29,OUT018,3259.562084905661
NCY30,OUT017,3384.1080642424226
FDQ46,OUT049,1649.299786
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3643.5197259842525
NCD07,OUT045,1827.8328454545456
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2649.110232432434
DRN59,OUT035,798.2176035398228
FDI44,OUT035,1284.7897668711653
FDA45,OUT049,2552.0052351851864
FDP31,OUT045,1103.1862133333336
FDY01,OUT046,1922.1493817142866
FDT09,OUT018,1752.2524399999995
DRH03,OUT027,2517.8820884848496
FDA36,OUT018,2752.9709346534655
NCF31,OUT017,2286.413267368421
FDG14,OUT049,2286.413267368421
FDG28,OUT027,6280.89088
FDU14,OUT049,4433.304032653063
FDY47,OUT019,281.48208181818154
FDI56,OUT049,1458.455008053692
DRD01,OUT013,796.6402682539683
FDM22,OUT046,935.0323883040935
FDH33,OUT013,507.04640366972484
DRZ24,OUT013,1922.1493817142866
NCQ38,OUT046,1682.2122382352939
FDO16,OUT027,2517.8820884848496
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2893.8398258992815
FDU48,OUT045,1827.8328454545456
NCM43,OUT045,2644.4778427083347
FDR31,OUT010,346.8972837209304
DRK49,OUT018,507.04640366972484
NCI30,OUT010,584.7577647727271
DRD60,OUT017,3384.1080642424226
NCG19,OUT046,3454.0625591549287
FDH12,OUT035,1573.0706258064515
FDM32,OUT035,1284.7897668711653
FDM27,OUT035,3053.099877777778
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1879.2570116129032
FDS10,OUT013,2552.0052351851864
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1435.9121343749998
NCW42,OUT013,4340.21835841584
NCC06,OUT018,1752.2524399999995
FDW02,OUT017,1987.2510486486485
NCD43,OUT017,1682.2122382352939
FDM57,OUT018,1202.6567333333332
FDA58,OUT017,3737.2957751824797
FDK56,OUT046,3384.1080642424226
FDP52,OUT045,4340.21835841584
FDW20,OUT018,1752.2524399999995
FDS52,OUT049,1573.0706258064515
NCT29,OUT018,1752.2524399999995
NCL54,OUT013,2552.0052351851864
FDC05,OUT045,3130.004904950496
FDF34,OUT035,2752.9709346534655
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.2185209302325
FDZ10,OUT045,1827.8328454545456
FDZ40,OUT035,935.0323883040935
FDD51,OUT018,507.04640366972484
NCY30,OUT019,425.9355914529914
FDP58,OUT017,3737.2957751824797
FDV49,OUT017,4433.304032653063
FDY24,OUT019,165.91858165137612
NCO55,OUT017,1879.2570116129032
FDR13,OUT017,1922.1493817142866
FDS51,OUT017,935.0323883040935
FDP26,OUT045,1461.8437959999999
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.004904950496
FDN31,OUT018,2893.8398258992815
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.747700699301
DRL01,OUT046,3454.0625591549287
FDV56,OUT049,1682.2122382352939
DRH13,OUT027,2517.8820884848496
FDA03,OUT017,2453.747700699301
FDF47,OUT027,5329.314724444444
FDX32,OUT046,3053.099877777778
FDX57,OUT049,1879.2570116129032
NCA30,OUT045,2939.348476190476
FDO49,OUT013,713.8586545454546
FDL04,OUT019,219.2185209302325
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3454.0625591549287
NCC19,OUT018,2893.8398258992815
NCE42,OUT045,3945.4325672131145
FDY24,OUT017,935.0323883040935
FDH19,OUT049,2778.5893175257743
FDJ46,OUT013,2552.0052351851864
FDN45,OUT010,584.7577647727271
FDY08,OUT035,2142.7435709401702
FDZ37,OUT035,1435.9121343749998
NCT30,OUT045,798.2176035398228
DRY23,OUT018,507.04640366972484
NCZ30,OUT018,1752.2524399999995
FDC44,OUT018,1752.2524399999995
FDB45,OUT035,1573.0706258064515
FDY04,OUT013,2644.4778427083347
FDM27,OUT046,3053.099877777778
FDZ43,OUT017,4340.21835841584
FDT39,OUT019,346.8972837209304
NCC06,OUT019,281.48208181818154
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4034.3003068965513
FDU08,OUT046,1573.0706258064515
FDK40,OUT017,4433.304032653063
FDQ12,OUT010,584.7577647727271
FDS48,OUT017,3053.099877777778
FDP09,OUT045,3643.5197259842525
FDW21,OUT049,1461.8437959999999
FDY25,OUT035,3384.1080642424226
DRE13,OUT017,1458.455008053692
FDV43,OUT019,92.67548155339806
FDD22,OUT045,1649.299786
FDM46,OUT019,219.2185209302325
NCO30,OUT010,482.6995426229505
FDM25,OUT046,2778.5893175257743
NCN41,OUT049,1987.2510486486485
FDU24,OUT045,1435.9121343749998
FDZ50,OUT046,3384.1080642424226
FDP45,OUT013,4034.3003068965513
NCM54,OUT045,1827.8328454545456
FDW10,OUT019,425.9355914529914
FDP20,OUT017,1987.2510486486485
FDK32,OUT046,3053.099877777778
FDN52,OUT049,1202.6567333333332
FDM58,OUT045,1879.2570116129032
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.2524399999995
FDD35,OUT046,2243.669596721312
NCK31,OUT035,713.8586545454546
FDI40,OUT027,2517.8820884848496
FDT50,OUT019,219.2185209302325
NCT06,OUT046,3053.099877777778
FDT31,OUT035,2752.9709346534655
FDT45,OUT049,796.6402682539683
FDT13,OUT045,2939.348476190476
FDO50,OUT045,1284.7897668711653
NCU18,OUT010,281.48208181818154
NCR54,OUT049,3130.004904950496
NCO18,OUT018,2778.5893175257743
FDU09,OUT045,935.0323883040935
FDT13,OUT018,2893.8398258992815
FDE09,OUT046,1649.299786
NCK53,OUT019,219.2185209302325
FDG45,OUT049,3454.0625591549287
DRH15,OUT035,677.1027476190475
FDO21,OUT019,584.7577647727271
FDD14,OUT027,5329.314724444444
FDC09,OUT046,1682.2122382352939
FDH45,OUT027,1378.2631852760737
FDV32,OUT046,1103.1862133333336
FDG12,OUT035,2243.669596721312
FDS32,OUT013,2309.2007980000003
NCL55,OUT018,3327.9525829268287
DRE01,OUT035,3737.2957751824797
DRE15,OUT049,1202.6567333333332
NCL42,OUT045,4340.21835841584
FDP31,OUT013,1103.1862133333336
FDN33,OUT018,1202.6567333333332
FDZ59,OUT046,2503.5013364485994
FDE45,OUT010,425.9355914529914
FDJ07,OUT013,1922.1493817142866
FDQ45,OUT018,2752.9709346534655
FDM33,OUT027,5329.314724444444
FDO15,OUT010,165.91858165137612
FDM46,OUT013,1458.455008053692
FDR03,OUT045,3945.4325672131145
FDY49,OUT018,2232.847021848739
FDQ60,OUT045,1827.8328454545456
FDW10,OUT049,3259.562084905661
FDO51,OUT049,677.1027476190475
FDJ40,OUT018,1372.688490740741
FDS20,OUT018,3384.1080642424226
FDU45,OUT013,1922.1493817142866
FDV02,OUT035,2644.4778427083347
FDN09,OUT046,3945.4325672131145
NCM55,OUT027,5329.314724444444
FDN23,OUT018,2232.847021848739
FDY31,OUT010,346.8972837209304
FDW03,OUT010,219.2185209302325
FDD14,OUT046,3384.1080642424226
FDV23,OUT017,2142.7435709401702
DRI03,OUT045,2552.0052351851864
FDN13,OUT035,1573.0706258064515
FDF45,OUT027,1378.2631852760737
FDU46,OUT035,1435.9121343749998
FDB57,OUT049,3643.5197259842525
FDV12,OUT049,1879.2570116129032
FDQ58,OUT013,2649.110232432434
NCA18,OUT017,1922.1493817142866
FDH52,OUT049,796.6402682539683
FDM24,OUT018,2232.847021848739
NCP43,OUT027,5329.314724444444
NCO18,OUT019,425.9355914529914
FDM32,OUT017,1284.7897668711653
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.3003068965513
FDP59,OUT017,1879.2570116129032
FDQ24,OUT049,4433.304032653063
FDQ16,OUT018,1372.688490740741
FDU44,OUT013,2644.4778427083347
FDH28,OUT010,92.67548155339806
FDV28,OUT019,92.67548155339806
FDM22,OUT045,935.0323883040935
FDR56,OUT046,3130.004904950496
FDV39,OUT049,2752.9709346534655
FDU37,OUT019,165.91858165137612
FDQ11,OUT010,584.7577647727271
FDX02,OUT045,4340.21835841584
NCS42,OUT018,1202.6567333333332
FDY57,OUT027,2517.8820884848496
FDB21,OUT049,3454.0625591549287
FDE28,OUT017,3737.2957751824797
FDQ55,OUT017,1922.1493817142866
FDA48,OUT049,3454.0625591549287
FDZ19,OUT045,2778.5893175257743
NCC43,OUT045,4034.3003068965513
NCV18,OUT046,1458.455008053692
NCA42,OUT018,2232.847021848739
FDY45,OUT046,4433.304032653063
NCC30,OUT045,2778.5893175257743
FDM57,OUT013,1458.455008053692
FDL09,OUT010,425.9355914529914
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,2142.7435709401702
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3384.1080642424226
FDK32,OUT013,3053.099877777778
DRA12,OUT046,2309.2007980000003
FDO46,OUT010,482.6995426229505
FDE52,OUT013,1435.9121343749998
NCH42,OUT045,3643.5197259842525
FDV08,OUT035,677.1027476190475
FDB47,OUT018,3327.9525829268287
FDC28,OUT010,281.48208181818154
FDD22,OUT046,1922.1493817142866
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,3945.4325672131145
FDG32,OUT018,3327.9525829268287
FDU14,OUT017,4433.304032653063
FDD28,OUT019,165.91858165137612
NCP41,OUT017,1682.2122382352939
FDS08,OUT049,2778.5893175257743
FDX47,OUT045,2286.413267368421
FDC53,OUT019,219.2185209302325
FDQ19,OUT035,3945.4325672131145
FDL14,OUT045,2286.413267368421
FDM33,OUT019,584.7577647727271
FDA51,OUT045,1827.8328454545456
FDZ27,OUT018,713.8586545454546
FDT04,OUT046,677.1027476190475
DRC13,OUT049,2243.669596721312
FDR16,OUT027,5329.314724444444
FDQ03,OUT027,6280.89088
FDE38,OUT035,2286.413267368421
DRH23,OUT027,1378.2631852760737
FDT11,OUT019,482.6995426229505
FDD09,OUT035,2552.0052351851864
FDR40,OUT045,1435.9121343749998
FDX07,OUT017,3384.1080642424226
FDR07,OUT035,1573.0706258064515
FDA51,OUT017,1922.1493817142866
FDT59,OUT019,584.7577647727271
FDF20,OUT017,3130.004904950496
FDR13,OUT045,1827.8328454545456
FDY26,OUT049,3945.4325672131145
FDW04,OUT017,1987.2510486486485
FDK52,OUT017,3737.2957751824797
FDN60,OUT049,2644.4778427083347
FDM09,OUT019,425.9355914529914
FDP46,OUT049,1202.6567333333332
FDB50,OUT019,165.91858165137612
NCQ29,OUT049,4034.3003068965513
FDP16,OUT027,6280.89088
FDX33,OUT018,2232.847021848739
FDP07,OUT010,482.6995426229505
FDN22,OUT046,4034.3003068965513
FDF39,OUT049,4034.3003068965513
FDS21,OUT017,935.0323883040935
NCM42,OUT013,1682.2122382352939
FDK50,OUT019,425.9355914529914
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2232.847021848739
FDP60,OUT018,1372.688490740741
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.8972837209304
FDE38,OUT049,2286.413267368421
FDI04,OUT049,3130.004904950496
NCH54,OUT045,2644.4778427083347
FDT56,OUT049,796.6402682539683
DRD15,OUT018,3327.9525829268287
FDV58,OUT013,2893.8398258992815
FDP21,OUT049,3391.5912527272735
FDH05,OUT013,3454.0625591549287
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2453.747700699301
FDF33,OUT049,1649.299786
DRK37,OUT013,2893.8398258992815
DRH49,OUT045,1284.7897668711653
FDT58,OUT013,2286.413267368421
FDD41,OUT018,1372.688490740741
FDP40,OUT018,1372.688490740741
FDM51,OUT027,2517.8820884848496
FDO45,OUT010,219.2185209302325
FDW33,OUT010,219.2185209302325
FDY24,OUT045,935.0323883040935
FDB10,OUT010,584.7577647727271
FDM40,OUT035,2309.2007980000003
NCI06,OUT017,3384.1080642424226
FDW12,OUT019,346.8972837209304
FDX48,OUT027,4117.317712631579
NCW05,OUT027,2517.8820884848496
FDX27,OUT017,1461.8437959999999
DRM37,OUT045,3130.004904950496
FDA38,OUT045,3643.5197259842525
FDR36,OUT046,677.1027476190475
FDZ45,OUT046,3130.004904950496
FDG05,OUT017,2286.413267368421
FDK28,OUT013,4433.304032653063
FDV47,OUT045,1284.7897668711653
FDN21,OUT045,2453.747700699301
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3384.1080642424226
DRY23,OUT013,507.04640366972484
FDA56,OUT017,2243.669596721312
FDB09,OUT013,1987.2510486486485
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.847021848739
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.847021848739
FDY03,OUT049,1922.1493817142866
NCG42,OUT017,1987.2510486486485
DRI13,OUT027,5329.314724444444
FDQ32,OUT013,1987.2510486486485
FDW16,OUT035,1458.455008053692
FDU27,OUT046,798.2176035398228
FDR28,OUT010,425.9355914529914
FDQ49,OUT010,346.8972837209304
FDS37,OUT046,1922.1493817142866
FDW26,OUT018,3327.9525829268287
FDX12,OUT018,3327.9525829268287
NCP06,OUT013,2453.747700699301
FDW45,OUT010,346.8972837209304
NCN30,OUT049,1682.2122382352939
FDN24,OUT049,796.6402682539683
NCL41,OUT027,1378.2631852760737
FDR02,OUT019,281.48208181818154
FDD09,OUT010,425.9355914529914
FDS33,OUT010,219.2185209302325
FDU22,OUT045,1827.8328454545456
FDI53,OUT013,2503.5013364485994
DRH01,OUT049,2778.5893175257743
FDX32,OUT013,2309.2007980000003
NCP30,OUT018,507.04640366972484
FDB60,OUT045,3391.5912527272735
FDB14,OUT049,1202.6567333333332
NCP02,OUT035,935.0323883040935
FDJ10,OUT017,2309.2007980000003
FDG34,OUT046,1682.2122382352939
NCB18,OUT017,1458.455008053692
FDM16,OUT049,1103.1862133333336
FDW25,OUT018,1202.6567333333332
FDB35,OUT010,219.2185209302325
DRN11,OUT013,2309.2007980000003
FDF41,OUT019,584.7577647727271
FDH16,OUT045,1435.9121343749998
NCQ50,OUT018,3327.9525829268287
DRH23,OUT018,796.6402682539683
DRJ37,OUT013,2286.413267368421
DRJ24,OUT027,5329.314724444444
FDY16,OUT035,3384.1080642424226
FDQ27,OUT045,1879.2570116129032
FDZ33,OUT045,2503.5013364485994
FDF29,OUT045,1827.8328454545456
FDA08,OUT049,2286.413267368421
FDG31,OUT046,1103.1862133333336
FDE34,OUT019,482.6995426229505
NCR30,OUT027,1378.2631852760737
FDV33,OUT035,4034.3003068965513
DRZ24,OUT018,1752.2524399999995
NCL54,OUT035,2552.0052351851864
FDR12,OUT049,2778.5893175257743
NCC54,OUT046,3454.0625591549287
DRN59,OUT013,798.2176035398228
FDX50,OUT019,281.48208181818154
FDV31,OUT027,5329.314724444444
NCA29,OUT027,4117.317712631579
FDW60,OUT049,3259.562084905661
FDX08,OUT017,3384.1080642424226
DRD49,OUT013,3454.0625591549287
FDD33,OUT046,3454.0625591549287
FDW35,OUT013,507.04640366972484
FDJ36,OUT017,1879.2570116129032
FDV51,OUT035,2644.4778427083347
FDW36,OUT046,1649.299786
FDH35,OUT046,2453.747700699301
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190475
FDL08,OUT018,3327.9525829268287
FDI09,OUT013,3454.0625591549287
FDP19,OUT018,1752.2524399999995
FDU21,OUT010,92.67548155339806
NCP41,OUT045,1682.2122382352939
FDY10,OUT013,1922.1493817142866
FDP12,OUT018,507.04640366972484
NCN26,OUT049,1922.1493817142866
FDK44,OUT013,3259.562084905661
FDC28,OUT049,1461.8437959999999
FDJ41,OUT027,6280.89088
NCT29,OUT035,1987.2510486486485
NCH42,OUT019,584.7577647727271
FDU60,OUT018,2232.847021848739
FDS02,OUT045,3391.5912527272735
FDC51,OUT046,2243.669596721312
FDU03,OUT013,3384.1080642424226
FDX39,OUT045,4340.21835841584
NCY05,OUT010,92.67548155339806
NCL06,OUT027,6280.89088
FDD32,OUT035,1284.7897668711653
NCN41,OUT045,1827.8328454545456
NCX53,OUT049,2309.2007980000003
FDU57,OUT019,346.8972837209304
FDQ23,OUT046,1573.0706258064515
FDQ52,OUT045,4433.304032653063
FDC14,OUT045,677.1027476190475
FDY09,OUT035,2778.5893175257743
FDQ28,OUT045,2644.4778427083347
FDV25,OUT046,4340.21835841584
FDJ07,OUT035,1922.1493817142866
DRB25,OUT049,1573.0706258064515
FDK52,OUT019,584.7577647727271
FDY52,OUT027,1378.2631852760737
FDB28,OUT046,3391.5912527272735
FDT36,OUT035,583.8145788617884
FDV25,OUT017,4340.21835841584
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2939.348476190476
FDQ03,OUT018,3327.9525829268287
FDU23,OUT017,3053.099877777778
NCX41,OUT035,3945.4325672131145
NCD06,OUT035,798.2176035398228
FDW08,OUT045,1461.8437959999999
NCU29,OUT017,2649.110232432434
NCE06,OUT013,2503.5013364485994
FDV52,OUT010,281.48208181818154
FDB02,OUT017,3259.562084905661
NCR18,OUT045,677.1027476190475
FDK16,OUT049,1573.0706258064515
NCQ29,OUT010,584.7577647727271
FDZ01,OUT019,219.2185209302325
FDW27,OUT035,2503.5013364485994
FDD17,OUT018,3327.9525829268287
FDW39,OUT013,2552.0052351851864
DRH59,OUT045,1103.1862133333336
FDS52,OUT013,1573.0706258064515
FDU40,OUT027,5329.314724444444
NCF54,OUT013,2778.5893175257743
FDH46,OUT045,1682.2122382352939
NCP14,OUT049,1879.2570116129032
FDH50,OUT049,3384.1080642424226
DRF15,OUT010,346.8972837209304
FDV27,OUT027,2517.8820884848496
NCJ06,OUT049,2243.669596721312
FDN02,OUT018,3327.9525829268287
FDQ51,OUT049,798.2176035398228
FDQ07,OUT017,3737.2957751824797
FDS45,OUT049,1682.2122382352939
NCJ06,OUT045,1827.8328454545456
FDD36,OUT035,1922.1493817142866
FDY25,OUT045,3384.1080642424226
FDU52,OUT046,2286.413267368421
DRK47,OUT017,3737.2957751824797
NCL30,OUT017,1987.2510486486485
FDN22,OUT035,4034.3003068965513
NCF30,OUT027,3242.0620715328478
FDK03,OUT035,4034.3003068965513
FDT45,OUT017,935.0323883040935
