Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT28,OUT019,513.5
FDQ22,OUT018,413.0
FDR60,OUT049,1329.0
FDC50,OUT019,-392.5
FDV24,OUT013,2445.5
DRF48,OUT010,1045.5
FDQ47,OUT046,640.5
DRN36,OUT049,1660.5
NCY06,OUT035,2182.5
FDE52,OUT035,1662.5
NCB54,OUT045,1948.5
NCF31,OUT035,2560.5
FDJ08,OUT027,4458.5
NCC07,OUT017,1790.5
NCD19,OUT027,2369.5
FDL46,OUT049,2003.0
FDM20,OUT045,3837.5
NCI06,OUT010,930.5
DRM11,OUT035,4229.5
NCH07,OUT018,2215.5
FDS23,OUT013,2073.5
FDO49,OUT018,605.0
FDS35,OUT049,1161.5
DRK39,OUT045,1285.5
DRI39,OUT049,1036.0
FDV04,OUT017,2640.5
NCN14,OUT035,3013.5
FDH08,OUT013,3677.5
FDS20,OUT046,2911.5
FDV40,OUT049,1349.5
FDZ48,OUT010,-138.0
FDS24,OUT027,2918.5
FDK44,OUT049,2852.0
FDS48,OUT045,2345.5
FDK26,OUT010,1112.0
FDD23,OUT045,2974.5
NCH54,OUT017,2641.5
NCP14,OUT010,-236.5
FDM60,OUT010,-1178.0
FDV24,OUT017,2524.5
FDH08,OUT018,3354.0
FDS12,OUT027,3474.5
FDR39,OUT027,4326.5
FDP12,OUT027,2134.5
DRF60,OUT027,5196.5
FDC09,OUT035,1851.5
FDF50,OUT018,2891.5
FDG28,OUT035,4056.5
NCE19,OUT017,992.5
NCM53,OUT010,-192.5
NCN18,OUT049,1853.0
FDF32,OUT035,3316.5
FDF11,OUT013,3857.5
DRI59,OUT049,3660.0
NCG54,OUT035,2819.5
FDM44,OUT046,1638.5
FDT57,OUT018,3468.0
FDV24,OUT046,2418.5
FDI50,OUT019,1768.5
FDS09,OUT035,1040.5
NCC31,OUT027,3909.5
FDQ07,OUT019,1595.5
FDC22,OUT017,3172.5
FDZ56,OUT046,2693.5
FDZ40,OUT019,-994.5
FDS46,OUT027,3402.5
DRD24,OUT045,2169.5
FDV45,OUT017,3104.5
FDL26,OUT045,2417.5
FDA56,OUT018,1715.0
FDN27,OUT046,1911.5
FDM20,OUT049,3976.0
FDO16,OUT017,1466.5
FDL03,OUT035,3300.5
FDE58,OUT046,1902.5
FDI02,OUT027,3294.5
NCC55,OUT019,-1230.0
FDR03,OUT018,3051.0
FDB14,OUT017,1634.5
FDR45,OUT013,3837.5
NCN07,OUT017,2160.5
FDM51,OUT019,-181.5
FDT52,OUT027,5368.5
FDL26,OUT046,2458.5
NCZ42,OUT046,3767.5
DRI47,OUT019,425.0
FDW40,OUT013,2301.5
FDN34,OUT046,2736.5
FDS01,OUT035,2994.5
NCG55,OUT045,1795.5
FDC11,OUT035,1548.5
FDX35,OUT018,3348.0
NCB06,OUT046,2519.5
FDR09,OUT019,2190.5
FDC53,OUT017,1681.5
FDY45,OUT013,4053.5
FDA22,OUT010,773.0
FDE02,OUT035,1679.5
FDW21,OUT045,1632.5
FDV34,OUT046,1255.5
FDS59,OUT049,1888.0
NCW17,OUT017,2133.5
NCK54,OUT046,1921.5
FDG17,OUT019,2009.5
FDG35,OUT017,2906.5
FDD08,OUT010,-1256.0
NCO07,OUT017,3435.5
FDJ10,OUT010,370.0
FDW36,OUT017,1782.5
FDW21,OUT010,-250.0
FDY19,OUT017,1999.5
DRE03,OUT013,801.5
NCC55,OUT049,738.5
FDH52,OUT010,-811.0
FDO09,OUT017,4307.5
FDU43,OUT045,3759.5
FDX09,OUT010,864.0
FDH40,OUT019,-518.5
FDW58,OUT017,1802.5
FDC47,OUT017,3676.5
NCR41,OUT035,1673.5
DRG49,OUT035,3996.5
FDC52,OUT027,3946.5
FDY13,OUT046,1224.5
FDY35,OUT013,805.5
FDI35,OUT017,2997.5
NCU18,OUT049,2324.5
FDY33,OUT018,2288.0
FDC15,OUT027,3940.5
FDU01,OUT049,3103.5
NCU42,OUT046,2687.5
NCV29,OUT018,2537.5
NCY30,OUT017,2986.5
FDQ46,OUT049,1893.0
FDG58,OUT027,3950.5
FDK33,OUT017,3483.5
NCD07,OUT045,1798.5
NCX29,OUT027,3729.5
NCT42,OUT013,2373.5
DRN59,OUT035,920.5
FDI44,OUT035,1430.5
FDA45,OUT049,2909.0
FDP31,OUT045,1031.5
FDY01,OUT046,1866.5
FDT09,OUT018,1904.5
DRH03,OUT027,2990.5
FDA36,OUT018,2706.5
NCF31,OUT017,2527.5
FDG14,OUT049,2553.0
FDG28,OUT027,5390.5
FDU14,OUT049,4051.5
FDY47,OUT019,247.5
FDI56,OUT049,1549.5
DRD01,OUT013,981.5
FDM22,OUT046,958.5
FDH33,OUT013,725.5
DRZ24,OUT013,1921.5
NCQ38,OUT046,1679.5
FDO16,OUT027,2838.5
FDU07,OUT027,3838.5
NCB07,OUT013,3069.5
FDU48,OUT045,2042.5
NCM43,OUT045,2543.5
FDR31,OUT010,435.0
DRK49,OUT018,425.5
NCI30,OUT010,1919.5
DRD60,OUT017,2968.5
NCG19,OUT046,3672.5
FDH12,OUT035,1833.5
FDM32,OUT035,1652.5
FDM27,OUT035,2657.5
NCU53,OUT027,4081.5
NCQ18,OUT046,1556.5
FDS10,OUT013,2869.5
FDB33,OUT027,3974.5
FDI12,OUT013,1449.5
NCW42,OUT013,3497.5
NCC06,OUT018,1765.5
FDW02,OUT017,2176.5
NCD43,OUT017,1775.5
FDM57,OUT018,1114.0
FDA58,OUT017,3850.5
FDK56,OUT046,2935.5
FDP52,OUT045,3628.5
FDW20,OUT018,1726.5
FDS52,OUT049,1725.0
NCT29,OUT018,1625.5
NCL54,OUT013,2821.5
FDC05,OUT045,3106.5
FDF34,OUT035,3320.5
FDP03,OUT027,3494.5
FDD32,OUT010,-510.0
FDZ10,OUT045,1981.5
FDZ40,OUT035,1053.5
FDD51,OUT018,469.0
NCY30,OUT019,946.0
FDP58,OUT017,3540.5
FDV49,OUT017,4281.5
FDY24,OUT019,-997.5
NCO55,OUT017,1794.5
FDR13,OUT017,2022.5
FDS51,OUT017,1138.5
FDP26,OUT045,1621.5
NCB54,OUT027,3507.5
FDF32,OUT017,3239.5
FDN31,OUT018,2725.5
DRM48,OUT017,696.5
FDN20,OUT049,2792.0
DRL01,OUT046,3704.5
FDV56,OUT049,1869.0
DRH13,OUT027,3188.5
FDA03,OUT017,2473.5
FDF47,OUT027,4994.5
FDX32,OUT046,2370.5
FDX57,OUT049,1700.0
NCA30,OUT045,2920.5
FDO49,OUT013,897.5
FDL04,OUT019,-223.5
DRM48,OUT035,760.5
FDR16,OUT013,3417.5
NCC19,OUT018,2758.5
NCE42,OUT045,3645.5
FDY24,OUT017,1052.5
FDH19,OUT049,2882.5
FDJ46,OUT013,2789.5
FDN45,OUT010,1612.0
FDY08,OUT035,2395.5
FDZ37,OUT035,1621.5
NCT30,OUT045,701.5
DRY23,OUT018,455.0
NCZ30,OUT018,1669.5
FDC44,OUT018,1528.0
FDB45,OUT035,1839.5
FDY04,OUT013,2653.5
FDM27,OUT046,2550.5
FDZ43,OUT017,3959.5
FDT39,OUT019,561.5
NCC06,OUT019,119.0
FDL15,OUT027,3906.5
FDL57,OUT017,4202.5
FDU08,OUT046,1606.5
FDK40,OUT017,4304.5
FDQ12,OUT010,1714.0
FDS48,OUT017,2528.5
FDP09,OUT045,3290.5
FDW21,OUT049,1761.5
FDY25,OUT035,3044.5
DRE13,OUT017,1486.5
FDV43,OUT019,-1179.5
FDD22,OUT045,1724.5
FDM46,OUT019,-443.5
NCO30,OUT010,1017.5
FDM25,OUT046,2802.5
NCN41,OUT049,2035.5
FDU24,OUT045,1483.5
FDZ50,OUT046,2951.5
FDP45,OUT013,4029.5
NCM54,OUT045,1933.5
FDW10,OUT019,900.5
FDP20,OUT017,2155.5
FDK32,OUT046,2453.5
FDN52,OUT049,1540.0
FDM58,OUT045,1763.5
FDZ46,OUT027,3246.5
NCA18,OUT018,1587.5
FDD35,OUT046,1974.5
NCK31,OUT035,959.5
FDI40,OUT027,3106.5
FDT50,OUT019,-293.5
NCT06,OUT046,2605.5
FDT31,OUT035,3133.5
FDT45,OUT049,984.0
FDT13,OUT045,2918.5
FDO50,OUT045,1418.5
NCU18,OUT010,309.5
NCR54,OUT049,3159.0
NCO18,OUT018,2540.5
FDU09,OUT045,910.5
FDT13,OUT018,2718.0
FDE09,OUT046,1816.5
NCK53,OUT019,-275.0
FDG45,OUT049,3466.5
DRH15,OUT035,891.5
FDO21,OUT019,1706.5
FDD14,OUT027,4354.5
FDC09,OUT046,1700.5
FDH45,OUT027,2220.5
FDV32,OUT046,1064.5
FDG12,OUT035,2139.5
FDS32,OUT013,2301.5
NCL55,OUT018,3683.5
DRE01,OUT035,3955.5
DRE15,OUT049,1355.0
NCL42,OUT045,3816.5
FDP31,OUT013,1085.5
FDN33,OUT018,1274.0
FDZ59,OUT046,2649.5
FDE45,OUT010,932.0
FDJ07,OUT013,1941.5
FDQ45,OUT018,2722.5
FDM33,OUT027,4926.5
FDO15,OUT010,-622.0
FDM46,OUT013,1489.5
FDR03,OUT045,3256.5
FDY49,OUT018,2423.0
FDQ60,OUT045,1872.5
FDW10,OUT049,2888.5
FDO51,OUT049,900.5
FDJ40,OUT018,1525.0
FDS20,OUT018,2628.5
FDU45,OUT013,1865.5
FDV02,OUT035,2844.5
FDN09,OUT046,3836.5
NCM55,OUT027,4397.5
FDN23,OUT018,2080.0
FDY31,OUT010,410.0
FDW03,OUT010,-144.0
FDD14,OUT046,2874.5
FDV23,OUT017,2113.5
DRI03,OUT045,2733.5
FDN13,OUT035,1726.5
FDF45,OUT027,2506.5
FDU46,OUT035,1620.5
FDB57,OUT049,3654.0
FDV12,OUT049,1742.5
FDQ58,OUT013,2461.5
NCA18,OUT017,1944.5
FDH52,OUT049,1155.5
FDM24,OUT018,2167.0
NCP43,OUT027,4317.5
NCO18,OUT019,893.0
FDM32,OUT017,1599.5
NCL07,OUT017,742.5
FDK03,OUT013,4049.5
FDP59,OUT017,1785.5
FDQ24,OUT049,4049.0
FDQ16,OUT018,1491.5
FDU44,OUT013,2613.5
FDH28,OUT010,-1230.0
FDV28,OUT019,-1269.5
FDM22,OUT045,877.5
FDR56,OUT046,3134.5
FDV39,OUT049,3238.5
FDU37,OUT019,-552.5
FDQ11,OUT010,2151.0
FDX02,OUT045,3472.5
NCS42,OUT018,1203.5
FDY57,OUT027,3020.5
FDB21,OUT049,3900.0
FDE28,OUT017,3768.5
FDQ55,OUT017,1979.5
FDA48,OUT049,3604.5
FDZ19,OUT045,2700.5
NCC43,OUT045,3895.5
NCV18,OUT046,1300.5
NCA42,OUT018,2263.5
FDY45,OUT046,4064.5
NCC30,OUT045,2756.5
FDM57,OUT013,1441.5
FDL09,OUT010,743.0
FDB09,OUT027,3456.5
FDT44,OUT035,2048.5
NCT06,OUT027,4061.5
FDX26,OUT049,2994.5
FDK32,OUT013,2501.5
DRA12,OUT046,2286.5
FDO46,OUT010,1141.0
FDE52,OUT013,1485.5
NCH42,OUT045,3554.5
FDV08,OUT035,896.5
FDB47,OUT018,3061.5
FDC28,OUT010,-104.0
FDD22,OUT046,1818.5
FDS07,OUT027,3316.5
DRI13,OUT045,3365.5
FDG32,OUT018,3221.0
FDU14,OUT017,4064.5
FDD28,OUT019,-892.5
NCP41,OUT017,1847.5
FDS08,OUT049,2874.5
FDX47,OUT045,2488.5
FDC53,OUT019,-258.5
FDQ19,OUT035,4017.5
FDL14,OUT045,2447.5
FDM33,OUT019,1601.5
FDA51,OUT045,1776.5
FDZ27,OUT018,570.0
FDT04,OUT046,700.5
DRC13,OUT049,2141.5
FDR16,OUT027,4892.5
FDQ03,OUT027,5234.5
FDE38,OUT035,2823.5
DRH23,OUT027,2368.5
FDT11,OUT019,1128.5
FDD09,OUT035,3018.5
FDR40,OUT045,1327.5
FDX07,OUT017,3084.5
FDR07,OUT035,1704.5
FDA51,OUT017,1960.5
FDT59,OUT019,1765.5
FDF20,OUT017,3198.5
FDR13,OUT045,1825.5
FDY26,OUT049,3462.5
FDW04,OUT017,2237.5
FDK52,OUT017,3691.5
FDN60,OUT049,2585.0
FDM09,OUT019,842.5
FDP46,OUT049,1529.0
FDB50,OUT019,-645.5
NCQ29,OUT049,4144.0
FDP16,OUT027,5338.5
FDX33,OUT018,2325.0
FDP07,OUT010,1152.0
FDN22,OUT046,3993.5
FDF39,OUT049,4273.0
FDS21,OUT017,1149.5
NCM42,OUT013,1733.5
FDK50,OUT019,730.5
DRF13,OUT027,3804.5
FDH35,OUT018,2340.5
FDP60,OUT018,1359.5
DRJ49,OUT027,3554.5
NCT42,OUT019,461.0
FDE38,OUT049,2766.0
FDI04,OUT049,3272.5
NCH54,OUT045,2417.5
FDT56,OUT049,1089.5
DRD15,OUT018,3384.5
FDV58,OUT013,3077.5
FDP21,OUT049,3108.0
FDH05,OUT013,3725.5
FDR10,OUT027,4042.5
NCP06,OUT045,2294.5
FDF33,OUT049,1826.5
DRK37,OUT013,3009.5
DRH49,OUT045,1300.5
FDT58,OUT013,2677.5
FDD41,OUT018,1450.5
FDP40,OUT018,1553.0
FDM51,OUT027,3154.5
FDO45,OUT010,-460.0
FDW33,OUT010,-210.0
FDY24,OUT045,868.5
FDB10,OUT010,1852.0
FDM40,OUT035,2395.5
NCI06,OUT017,2951.5
FDW12,OUT019,448.5
FDX48,OUT027,3968.5
NCW05,OUT027,3139.5
FDX27,OUT017,1671.5
DRM37,OUT045,3054.5
FDA38,OUT045,3758.5
FDR36,OUT046,708.5
FDZ45,OUT046,3148.5
FDG05,OUT017,2674.5
FDK28,OUT013,4097.5
FDV47,OUT045,1333.5
FDN21,OUT045,2488.5
FDP20,OUT027,3506.5
FDI35,OUT045,2828.5
DRY23,OUT013,769.5
FDA56,OUT017,2086.5
FDB09,OUT013,1989.5
NCO26,OUT027,3317.5
FDQ49,OUT018,2264.0
FDI52,OUT027,3416.5
FDZ44,OUT027,3348.5
FDZ09,OUT018,2329.5
FDY03,OUT049,1940.5
NCG42,OUT017,2167.5
DRI13,OUT027,4908.5
FDQ32,OUT013,2069.5
FDW16,OUT035,1660.5
FDU27,OUT046,806.5
FDR28,OUT010,732.0
FDQ49,OUT010,654.0
FDS37,OUT046,1873.5
FDW26,OUT018,3239.5
FDX12,OUT018,3596.5
NCP06,OUT013,2397.5
FDW45,OUT010,412.0
NCN30,OUT049,1607.5
FDN24,OUT049,964.0
NCL41,OUT027,2009.5
FDR02,OUT019,-123.5
FDD09,OUT010,988.0
FDS33,OUT010,-501.0
FDU22,OUT045,1852.5
FDI53,OUT013,2633.5
DRH01,OUT049,2859.0
FDX32,OUT013,2333.5
NCP30,OUT018,390.5
FDB60,OUT045,3046.5
FDB14,OUT049,1636.5
NCP02,OUT035,1090.5
FDJ10,OUT017,2368.5
FDG34,OUT046,1827.5
NCB18,OUT017,1502.5
FDM16,OUT049,1360.0
FDW25,OUT018,1105.5
FDB35,OUT010,-400.0
DRN11,OUT013,2273.5
FDF41,OUT019,1986.5
FDH16,OUT045,1368.5
NCQ50,OUT018,3085.5
DRH23,OUT018,637.0
DRJ37,OUT013,2433.5
DRJ24,OUT027,4362.5
FDY16,OUT035,3103.5
FDQ27,OUT045,1684.5
FDZ33,OUT045,2300.5
FDF29,OUT045,2084.5
FDA08,OUT049,2737.5
FDG31,OUT046,1082.5
FDE34,OUT019,973.5
NCR30,OUT027,2641.5
FDV33,OUT035,4274.5
DRZ24,OUT018,1648.5
NCL54,OUT035,2903.5
FDR12,OUT049,2882.5
NCC54,OUT046,3779.5
DRN59,OUT013,785.5
FDX50,OUT019,-133.5
FDV31,OUT027,4290.5
NCA29,OUT027,4193.5
FDW60,OUT049,2960.0
FDX08,OUT017,3004.5
DRD49,OUT013,3721.5
FDD33,OUT046,3657.5
FDW35,OUT013,749.5
FDJ36,OUT017,1785.5
FDV51,OUT035,2799.5
FDW36,OUT046,1714.5
FDH35,OUT046,2630.5
NCS30,OUT027,3531.5
FDN49,OUT017,779.5
FDL08,OUT018,3629.5
FDI09,OUT013,3841.5
FDP19,OUT018,1789.0
FDU21,OUT010,-1310.0
NCP41,OUT045,1649.5
FDY10,OUT013,1829.5
FDP12,OUT018,401.5
NCN26,OUT049,1958.5
FDK44,OUT013,2777.5
FDC28,OUT049,1867.5
FDJ41,OUT027,5618.5
NCT29,OUT035,2103.5
NCH42,OUT019,1695.0
FDU60,OUT018,2428.0
FDS02,OUT045,3032.5
FDC51,OUT046,2031.5
FDU03,OUT013,2949.5
FDX39,OUT045,3327.5
NCY05,OUT010,-1302.5
NCL06,OUT027,5533.5
FDD32,OUT035,1498.5
NCN41,OUT045,1875.5
NCX53,OUT049,2343.0
FDU57,OUT019,514.5
FDQ23,OUT046,1687.5
FDQ52,OUT045,3848.5
FDC14,OUT045,664.5
FDY09,OUT035,2965.5
FDQ28,OUT045,2467.5
FDV25,OUT046,3508.5
FDJ07,OUT035,2036.5
DRB25,OUT049,1782.5
FDK52,OUT019,1674.5
FDY52,OUT027,2522.5
FDB28,OUT046,3128.5
FDT36,OUT035,772.5
FDV25,OUT017,3630.5
NCN07,OUT027,3525.5
FDC57,OUT017,3201.5
FDQ03,OUT018,3510.5
FDU23,OUT017,2778.5
NCX41,OUT035,3503.5
NCD06,OUT035,901.5
FDW08,OUT045,1646.5
NCU29,OUT017,2402.5
NCE06,OUT013,2549.5
FDV52,OUT010,-4.0
FDB02,OUT017,2962.5
NCR18,OUT045,651.5
FDK16,OUT049,1614.0
NCQ29,OUT010,2132.5
FDZ01,OUT019,-173.5
FDW27,OUT035,2677.5
FDD17,OUT018,3497.0
FDW39,OUT013,2893.5
DRH59,OUT045,1118.5
FDS52,OUT013,1669.5
FDU40,OUT027,4558.5
NCF54,OUT013,2749.5
FDH46,OUT045,1640.5
NCP14,OUT049,1730.5
FDH50,OUT049,3054.5
DRF15,OUT010,532.5
FDV27,OUT027,2918.5
NCJ06,OUT049,1996.0
FDN02,OUT018,2976.0
FDQ51,OUT049,931.5
FDQ07,OUT017,3656.5
FDS45,OUT049,1835.0
NCJ06,OUT045,1853.5
FDD36,OUT035,2040.5
FDY25,OUT045,2853.5
FDU52,OUT046,2475.5
DRK47,OUT017,3680.5
NCL30,OUT017,2140.5
FDN22,OUT035,4154.5
NCF30,OUT027,3437.5
FDK03,OUT035,4227.5
FDT45,OUT017,1026.5
NCC54,OUT027,5209.5
FDP08,OUT018,2846.0
FDU44,OUT046,2636.5
DRG39,OUT035,1023.5
FDU32,OUT049,2072.5
FDY27,OUT049,2943.5
NCP54,OUT013,1977.5
NCZ41,OUT049,2104.5
DRL49,OUT013,2293.5
FDI05,OUT018,1001.0
FDY56,OUT045,3548.5
DRC13,OUT013,2069.5
NCV29,OUT017,2942.5
FDR24,OUT049,1571.5
FDZ34,OUT018,2776.0
FDP37,OUT035,2149.5
FDX08,OUT027,4338.5
FDS57,OUT045,2188.5
NCG18,OUT049,1731.5
FDK25,OUT018,2430.0
FDH53,OUT049,1472.5
DRI59,OUT018,3261.0
FDA52,OUT046,2836.5
FDT20,OUT010,-1246.0
FDE36,OUT019,741.5
FDI24,OUT017,2875.5
FDB28,OUT018,2880.0
FDV11,OUT017,2956.5
FDP01,OUT046,2488.5
FDD34,OUT027,4050.5
FDJ50,OUT027,2338.5
FDZ44,OUT013,1925.5
DRO59,OUT035,1374.5
DRB48,OUT045,642.5
FDR21,OUT018,2504.0
NCE42,OUT010,1802.5
FDO23,OUT046,1493.5
NCE30,OUT018,3061.5
FDQ22,OUT035,804.5
FDY01,OUT045,1806.5
FDS08,OUT017,2928.5
FDG28,OUT018,3679.5
FDQ51,OUT018,601.0
FDB05,OUT017,4039.5
FDO56,OUT049,2006.0
FDE02,OUT018,1208.0
FDN45,OUT017,3615.5
FDS09,OUT013,873.5
NCA54,OUT018,2588.5
FDP09,OUT010,1457.0
FDC53,OUT045,1545.5
NCM55,OUT017,3036.5
FDL09,OUT018,2431.5
FDA11,OUT019,-380.5
FDA50,OUT045,1452.5
FDC23,OUT017,2957.5
FDE22,OUT049,2628.0
FDD23,OUT046,3012.5
NCA29,OUT049,2825.0
FDK38,OUT046,2356.5
DRC13,OUT046,1998.5
NCP43,OUT049,2918.5
FDX28,OUT049,1713.5
FDF08,OUT049,1589.0
FDZ33,OUT046,2378.5
FDD10,OUT049,2975.0
FDO58,OUT017,2689.5
FDI50,OUT017,3796.5
FDO58,OUT045,2572.5
FDX08,OUT013,2897.5
NCK17,OUT010,-1218.5
FDF39,OUT035,4337.5
FDU45,OUT010,-68.0
NCJ18,OUT018,1563.5
DRC27,OUT019,1973.0
DRC25,OUT035,1528.5
FDU59,OUT035,2705.5
FDU28,OUT035,3187.5
NCP30,OUT046,679.5
FDB39,OUT018,650.5
FDE41,OUT013,1473.5
DRH11,OUT010,-997.5
FDA58,OUT045,3669.5
FDU50,OUT046,1904.5
FDM34,OUT013,2089.5
FDM44,OUT027,3110.5
FDR39,OUT045,2846.5
FDM25,OUT045,2767.5
FDQ49,OUT049,2627.0
DRH25,OUT018,603.0
FDM09,OUT027,4206.5
FDL44,OUT019,689.5
NCR42,OUT018,277.5
DRL59,OUT046,870.5
FDX43,OUT013,2709.5
DRK47,OUT010,1659.5
FDU48,OUT018,1829.5
FDY12,OUT045,804.5
NCN43,OUT018,1685.5
NCM55,OUT018,2623.5
FDQ21,OUT027,3450.5
FDX13,OUT035,4118.5
NCK30,OUT027,5433.5
FDG20,OUT049,2901.0
DRG27,OUT017,769.5
FDY14,OUT018,3891.5
FDP59,OUT035,1838.5
FDU60,OUT017,2832.5
NCC18,OUT019,771.0
DRJ39,OUT017,3542.5
FDS07,OUT049,1920.5
FDM08,OUT027,5026.5
FDP51,OUT045,1898.5
FDU16,OUT035,1533.5
FDH12,OUT013,1725.5
DRE48,OUT010,1211.5
NCL42,OUT027,5303.5
FDR21,OUT045,2746.5
NCW29,OUT035,2231.5
FDO11,OUT013,4017.5
NCM31,OUT049,2330.0
FDV35,OUT019,550.5
FDF58,OUT017,1140.5
NCE43,OUT049,2744.5
FDA02,OUT035,2487.5
DRL37,OUT010,-1159.5
FDR24,OUT018,1242.5
FDW59,OUT049,1455.0
FDS22,OUT049,900.5
FDW24,OUT017,941.5
FDU24,OUT035,1719.5
FDA21,OUT027,4438.5
FDH58,OUT027,3358.5
FDW36,OUT018,1403.5
FDI45,OUT027,4214.5
FDU01,OUT018,2728.0
FDF35,OUT027,3198.5
FDU43,OUT019,1906.5
FDE24,OUT019,386.5
FDK50,OUT049,2703.0
FDG31,OUT045,983.5
FDC60,OUT045,1424.5
FDL36,OUT013,1473.5
FDP21,OUT013,3069.5
FDW16,OUT045,1440.5
FDX02,OUT017,3660.5
FDQ58,OUT027,3950.5
FDT51,OUT046,1828.5
FDD59,OUT049,1434.0
NCM42,OUT018,1471.5
FDA57,OUT018,421.5
FDZ48,OUT035,1947.5
FDE46,OUT045,2371.5
NCZ30,OUT019,37.0
FDB56,OUT017,3141.5
FDA25,OUT027,3188.5
FDD20,OUT013,2037.5
FDL25,OUT013,1545.5
NCO18,OUT049,2886.5
FDJ45,OUT017,698.5
FDR12,OUT035,2900.5
NCF19,OUT010,-1134.5
FDK25,OUT046,2663.5
NCR17,OUT046,1823.5
FDC52,OUT046,2478.5
NCA54,OUT017,2961.5
FDR45,OUT010,1896.0
NCM19,OUT049,1907.0
FDF39,OUT027,5670.5
FDX23,OUT049,1664.5
FDD58,OUT027,3066.5
FDX28,OUT013,1653.5
NCD31,OUT013,2593.5
FDU57,OUT018,2162.5
FDI27,OUT046,819.5
NCM42,OUT046,1726.5
FDD32,OUT027,2828.5
FDI34,OUT013,3669.5
NCM29,OUT049,2159.0
